Gene stable ID	Transcript stable ID	MGI symbol	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSMUSG00000100600	ENSMUST00000205953	A230077H06Rik	7	40818476	40900937
ENSMUSG00000098659	ENSMUST00000184429	1110015O18Rik	3	4797558	4814911
ENSMUSG00000098659	ENSMUST00000183944	1110015O18Rik	3	4797558	4814911
ENSMUSG00000098659	ENSMUST00000183632	1110015O18Rik	3	4797558	4814911
ENSMUSG00000105662	ENSMUST00000198751	Gm6639	3	35597152	35666163
ENSMUSG00000105662	ENSMUST00000196841	Gm6639	3	35597152	35666163
ENSMUSG00000105662	ENSMUST00000199182	Gm6639	3	35597152	35666163
ENSMUSG00000105662	ENSMUST00000196349	Gm6639	3	35597152	35666163
ENSMUSG00000084925	ENSMUST00000124940	1810062O18Rik	14	20546079	20570687
ENSMUSG00000084925	ENSMUST00000141265	1810062O18Rik	14	20546079	20570687
ENSMUSG00000084925	ENSMUST00000129237	1810062O18Rik	14	20546079	20570687
ENSMUSG00000084925	ENSMUST00000128848	1810062O18Rik	14	20546079	20570687
ENSMUSG00000084925	ENSMUST00000142099	1810062O18Rik	14	20546079	20570687
ENSMUSG00000085024	ENSMUST00000141543	C230035I16Rik	13	23427975	23431022
ENSMUSG00000085024	ENSMUST00000153753	C230035I16Rik	13	23427975	23431022
ENSMUSG00000074024	ENSMUST00000147198	4632427E13Rik	7	92734166	92741468
ENSMUSG00000074024	ENSMUST00000182578	4632427E13Rik	7	92734166	92741468
ENSMUSG00000074024	ENSMUST00000182408	4632427E13Rik	7	92734166	92741468
ENSMUSG00000074024	ENSMUST00000098305	4632427E13Rik	7	92734166	92741468
ENSMUSG00000085389	ENSMUST00000147634	1700003M07Rik	4	129960374	129963657
ENSMUSG00000085389	ENSMUST00000139884	1700003M07Rik	4	129960374	129963657
ENSMUSG00000086503	ENSMUST00000153883	Xist	X	103460375	103483217
ENSMUSG00000086503	ENSMUST00000127786	Xist	X	103460375	103483217
ENSMUSG00000086503	ENSMUST00000185876	Xist	X	103460375	103483217
ENSMUSG00000091510	ENSMUST00000211463	Mtag2	7	45366163	45367948
ENSMUSG00000091510	ENSMUST00000058665	Mtag2	7	45366163	45367948
ENSMUSG00000086363	ENSMUST00000146336	A330102I10Rik	13	29014399	29040336
ENSMUSG00000086363	ENSMUST00000130109	A330102I10Rik	13	29014399	29040336
ENSMUSG00000086363	ENSMUST00000140415	A330102I10Rik	13	29014399	29040336
ENSMUSG00000086363	ENSMUST00000145801	A330102I10Rik	13	29014399	29040336
ENSMUSG00000090120	ENSMUST00000160137	A730090N16Rik	3	65324776	65349429
ENSMUSG00000053049	ENSMUST00000155101	Gm15413	7	96791433	96801549
ENSMUSG00000043168	ENSMUST00000144487	4930426D05Rik	18	21651448	21656105
ENSMUSG00000043168	ENSMUST00000132729	4930426D05Rik	18	21651448	21656105
ENSMUSG00000043168	ENSMUST00000143378	4930426D05Rik	18	21651448	21656105
ENSMUSG00000043168	ENSMUST00000139804	4930426D05Rik	18	21651448	21656105
ENSMUSG00000086782	ENSMUST00000144604	E130102H24Rik	4	101346531	101356735
ENSMUSG00000086782	ENSMUST00000189920	E130102H24Rik	4	101346531	101356735
ENSMUSG00000090063	ENSMUST00000159827	Dlx6os1	6	6820189	6871592
ENSMUSG00000090063	ENSMUST00000159568	Dlx6os1	6	6820189	6871592
ENSMUSG00000090063	ENSMUST00000210702	Dlx6os1	6	6820189	6871592
ENSMUSG00000098326	ENSMUST00000184182	Dlx6os1	6	6820189	6871592
ENSMUSG00000092274	ENSMUST00000173672	Neat1	19	5824708	5845478
ENSMUSG00000092274	ENSMUST00000174287	Neat1	19	5824708	5845478
ENSMUSG00000092274	ENSMUST00000174829	Neat1	19	5824708	5845478
ENSMUSG00000097756	ENSMUST00000181299	A730056A06Rik	7	73314003	73375774
ENSMUSG00000097756	ENSMUST00000206959	A730056A06Rik	7	73314003	73375774
ENSMUSG00000084757	ENSMUST00000148832	1700057H15Rik	4	124414416	124485959
ENSMUSG00000084757	ENSMUST00000127913	1700057H15Rik	4	124414416	124485959
ENSMUSG00000084757	ENSMUST00000143859	1700057H15Rik	4	124414416	124485959
ENSMUSG00000084757	ENSMUST00000156566	1700057H15Rik	4	124414416	124485959
ENSMUSG00000053656	ENSMUST00000120364	Dancr	5	74093077	74094337
ENSMUSG00000053656	ENSMUST00000117249	Dancr	5	74093077	74094337
ENSMUSG00000106943	ENSMUST00000132389	Dancr	5	74093077	74094337
ENSMUSG00000106943	ENSMUST00000066220	Dancr	5	74093077	74094337
ENSMUSG00000085829	ENSMUST00000131222	Gm4285	14	75843379	75844964
ENSMUSG00000052848	ENSMUST00000064930	C130026L21Rik	5	111581422	111604932
ENSMUSG00000052848	ENSMUST00000199587	C130026L21Rik	5	111581422	111604932
ENSMUSG00000052848	ENSMUST00000196725	C130026L21Rik	5	111581422	111604932
ENSMUSG00000052848	ENSMUST00000198458	C130026L21Rik	5	111581422	111604932
ENSMUSG00000097277	ENSMUST00000181903	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000180385	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000181164	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000180879	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000181264	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000180705	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000180983	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097277	ENSMUST00000181492	2900076A07Rik	7	81523550	81531498
ENSMUSG00000097392	ENSMUST00000181620	D930016D06Rik	5	104525735	104554207
ENSMUSG00000097392	ENSMUST00000200034	D930016D06Rik	5	104525735	104554207
ENSMUSG00000097392	ENSMUST00000181418	D930016D06Rik	5	104525735	104554207
ENSMUSG00000097392	ENSMUST00000196593	D930016D06Rik	5	104525735	104554207
ENSMUSG00000097392	ENSMUST00000197606	D930016D06Rik	5	104525735	104554207
ENSMUSG00000107121	ENSMUST00000201728	1110006O24Rik	5	115631049	115631816
ENSMUSG00000087362	ENSMUST00000126679	Gm13710	2	84500760	84531322
ENSMUSG00000087362	ENSMUST00000139492	Gm13710	2	84500760	84531322
ENSMUSG00000048215	ENSMUST00000141532	A630023P12Rik	5	110514923	110525980
ENSMUSG00000048215	ENSMUST00000196681	A630023P12Rik	5	110514923	110525980
ENSMUSG00000048215	ENSMUST00000142879	A630023P12Rik	5	110514923	110525980
ENSMUSG00000048215	ENSMUST00000141420	A630023P12Rik	5	110514923	110525980
ENSMUSG00000048215	ENSMUST00000129007	A630023P12Rik	5	110514923	110525980
ENSMUSG00000086938	ENSMUST00000174415	4930481A15Rik	19	5406740	5422847
ENSMUSG00000086938	ENSMUST00000174754	4930481A15Rik	19	5406740	5422847
ENSMUSG00000086938	ENSMUST00000174412	4930481A15Rik	19	5406740	5422847
ENSMUSG00000086938	ENSMUST00000153017	4930481A15Rik	19	5406740	5422847
ENSMUSG00000086938	ENSMUST00000128542	4930481A15Rik	19	5406740	5422847
ENSMUSG00000085833	ENSMUST00000151040	Gm13003	4	137159082	137165066
ENSMUSG00000086212	ENSMUST00000144232	Mkln1os	6	31366885	31398773
ENSMUSG00000086212	ENSMUST00000154820	Mkln1os	6	31366885	31398773
ENSMUSG00000086212	ENSMUST00000139185	Mkln1os	6	31366885	31398773
ENSMUSG00000055833	ENSMUST00000190327	1700034H15Rik	1	191886130	191907527
ENSMUSG00000055833	ENSMUST00000154116	1700034H15Rik	1	191886130	191907527
ENSMUSG00000055833	ENSMUST00000140401	1700034H15Rik	1	191886130	191907527
ENSMUSG00000055833	ENSMUST00000145050	1700034H15Rik	1	191886130	191907527
ENSMUSG00000055833	ENSMUST00000139827	1700034H15Rik	1	191886130	191907527
ENSMUSG00000055833	ENSMUST00000069573	1700034H15Rik	1	191886130	191907527
ENSMUSG00000090101	ENSMUST00000161706	Snhg9	17	24719531	24719965
ENSMUSG00000054909	ENSMUST00000148729	Wbscr25	5	134987433	135001350
ENSMUSG00000054909	ENSMUST00000131403	Wbscr25	5	134987433	135001350
ENSMUSG00000085582	ENSMUST00000134580	3110099E03Rik	2	115493513	115527744
ENSMUSG00000085582	ENSMUST00000143695	3110099E03Rik	2	115493513	115527744
ENSMUSG00000085582	ENSMUST00000125147	3110099E03Rik	2	115493513	115527744
ENSMUSG00000047324	ENSMUST00000061899	4931429P17Rik	13	47960330	48018608
ENSMUSG00000086968	ENSMUST00000131345	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000144591	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000152663	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000146337	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000133570	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000137800	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000137970	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000145191	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000163675	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000138472	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000135512	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086968	ENSMUST00000154329	4933431E20Rik	3	107888850	107896213
ENSMUSG00000086013	ENSMUST00000139612	Gm15706	6	145250529	145251849
ENSMUSG00000074758	ENSMUST00000211068	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000210482	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000210200	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000210067	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000099292	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000211025	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000210577	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000209431	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000209284	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000209482	Gm5535	2	144098815	144207990
ENSMUSG00000074758	ENSMUST00000166982	Gm5535	2	144098815	144207990
ENSMUSG00000097503	ENSMUST00000180638	3110045C21Rik	1	169969409	169972396
ENSMUSG00000097503	ENSMUST00000193930	3110045C21Rik	1	169969409	169972396
ENSMUSG00000087698	ENSMUST00000140501	Gm13031	4	140947666	140957902
ENSMUSG00000097616	ENSMUST00000181090	1110019D14Rik	6	13871526	14044385
ENSMUSG00000097616	ENSMUST00000181225	1110019D14Rik	6	13871526	14044385
ENSMUSG00000056032	ENSMUST00000156293	BC018473	11	116752167	116759373
ENSMUSG00000056032	ENSMUST00000132056	BC018473	11	116752167	116759373
ENSMUSG00000056032	ENSMUST00000145570	BC018473	11	116752167	116759373
ENSMUSG00000056032	ENSMUST00000147508	BC018473	11	116752167	116759373
ENSMUSG00000084950	ENSMUST00000134600	Gm5577	6	87980883	88005471
ENSMUSG00000084950	ENSMUST00000143871	Gm5577	6	87980883	88005471
ENSMUSG00000084950	ENSMUST00000153372	Gm5577	6	87980883	88005471
ENSMUSG00000059659	ENSMUST00000144745	Gm10069	6	128438757	128503281
ENSMUSG00000059659	ENSMUST00000204081	Gm10069	6	128438757	128503281
ENSMUSG00000059659	ENSMUST00000204037	Gm10069	6	128438757	128503281
ENSMUSG00000085889	ENSMUST00000125654	1700054M17Rik	2	118304914	118308166
ENSMUSG00000097276	ENSMUST00000181912	4930525G20Rik	13	67796594	67830985
ENSMUSG00000097170	ENSMUST00000181275	Gm16982	7	141610066	141613747
ENSMUSG00000097908	ENSMUST00000181045	4933404O12Rik	5	136919146	136937112
ENSMUSG00000097908	ENSMUST00000199264	4933404O12Rik	5	136919146	136937112
ENSMUSG00000097908	ENSMUST00000197095	4933404O12Rik	5	136919146	136937112
ENSMUSG00000097908	ENSMUST00000181190	4933404O12Rik	5	136919146	136937112
ENSMUSG00000104835	ENSMUST00000200182	Gm5547	3	105815540	105817357
ENSMUSG00000104835	ENSMUST00000198306	Gm5547	3	105815540	105817357
ENSMUSG00000104835	ENSMUST00000196002	Gm5547	3	105815540	105817357
ENSMUSG00000106053	ENSMUST00000197341	Gm20752	3	159076364	159308081
ENSMUSG00000058812	ENSMUST00000184724	0610039K10Rik	2	163644850	163645801
ENSMUSG00000058812	ENSMUST00000076667	0610039K10Rik	2	163644850	163645801
ENSMUSG00000097845	ENSMUST00000192407	A230020J21Rik	1	191025351	191029781
ENSMUSG00000097845	ENSMUST00000181050	A230020J21Rik	1	191025351	191029781
ENSMUSG00000097174	ENSMUST00000181030	Gm4890	8	79295123	79308961
ENSMUSG00000097174	ENSMUST00000209627	Gm4890	8	79295123	79308961
ENSMUSG00000097182	ENSMUST00000181054	A830009L08Rik	13	91368990	91388085
ENSMUSG00000097032	ENSMUST00000182865	4930539J05Rik	3	135436209	135438665
ENSMUSG00000097032	ENSMUST00000181619	4930539J05Rik	3	135436209	135438665
ENSMUSG00000038917	ENSMUST00000040608	3930402G23Rik	8	10924427	10928696
ENSMUSG00000038917	ENSMUST00000208615	3930402G23Rik	8	10924427	10928696
ENSMUSG00000097248	ENSMUST00000210935	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000180700	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000182174	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000181159	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000180806	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000182650	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000211631	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000182758	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000181898	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000211487	Gm2694	8	87460469	87525554
ENSMUSG00000097248	ENSMUST00000210170	Gm2694	8	87460469	87525554
ENSMUSG00000087038	ENSMUST00000149308	2900079G21Rik	9	112234277	112348925
ENSMUSG00000087038	ENSMUST00000144424	2900079G21Rik	9	112234277	112348925
ENSMUSG00000087038	ENSMUST00000139552	2900079G21Rik	9	112234277	112348925
ENSMUSG00000087038	ENSMUST00000163302	2900079G21Rik	9	112234277	112348925
ENSMUSG00000074782	ENSMUST00000160385	4833422C13Rik	13	91701665	91741872
ENSMUSG00000074782	ENSMUST00000099331	4833422C13Rik	13	91701665	91741872
ENSMUSG00000074782	ENSMUST00000161491	4833422C13Rik	13	91701665	91741872
ENSMUSG00000100164	ENSMUST00000185414	2610306M01Rik	6	86848399	86849440
ENSMUSG00000107879	ENSMUST00000204642	9330102E08Rik	6	128169704	128183803
ENSMUSG00000098702	ENSMUST00000184181	1500015A07Rik	18	61726390	61735917
ENSMUSG00000098702	ENSMUST00000184678	1500015A07Rik	18	61726390	61735917
ENSMUSG00000098702	ENSMUST00000184530	1500015A07Rik	18	61726390	61735917
ENSMUSG00000085828	ENSMUST00000147542	Gm15612	6	88842854	88847274
ENSMUSG00000073155	ENSMUST00000152147	1810058I24Rik	6	35252654	35263496
ENSMUSG00000073155	ENSMUST00000130875	1810058I24Rik	6	35252654	35263496
ENSMUSG00000073155	ENSMUST00000136110	1810058I24Rik	6	35252654	35263496
ENSMUSG00000100680	ENSMUST00000186472	1810044D09Rik	6	91440987	91441755
ENSMUSG00000085457	ENSMUST00000180906	1110046J04Rik	13	33935567	33960181
ENSMUSG00000085457	ENSMUST00000147622	1110046J04Rik	13	33935567	33960181
ENSMUSG00000085457	ENSMUST00000181800	1110046J04Rik	13	33935567	33960181
ENSMUSG00000105891	ENSMUST00000196720	A230001M10Rik	3	102262405	102445132
ENSMUSG00000105891	ENSMUST00000198712	A230001M10Rik	3	102262405	102445132
ENSMUSG00000105891	ENSMUST00000196659	A230001M10Rik	3	102262405	102445132
ENSMUSG00000096935	ENSMUST00000197172	1700113A16Rik	3	88171556	88177785
ENSMUSG00000096935	ENSMUST00000181837	1700113A16Rik	3	88171556	88177785
ENSMUSG00000096935	ENSMUST00000200006	1700113A16Rik	3	88171556	88177785
ENSMUSG00000051295	ENSMUST00000143787	9630028B13Rik	1	185429357	185441819
ENSMUSG00000084960	ENSMUST00000123703	B430010I23Rik	8	41017468	41024216
ENSMUSG00000084960	ENSMUST00000152188	B430010I23Rik	8	41017468	41024216
ENSMUSG00000087143	ENSMUST00000145613	A830082K12Rik	13	78198017	78279391
ENSMUSG00000087143	ENSMUST00000137199	A830082K12Rik	13	78198017	78279391
ENSMUSG00000087143	ENSMUST00000144545	A830082K12Rik	13	78198017	78279391
ENSMUSG00000087143	ENSMUST00000131564	A830082K12Rik	13	78198017	78279391
ENSMUSG00000087143	ENSMUST00000123998	A830082K12Rik	13	78198017	78279391
ENSMUSG00000087143	ENSMUST00000134705	A830082K12Rik	13	78198017	78279391
ENSMUSG00000087143	ENSMUST00000183171	A830082K12Rik	13	78198017	78279391
ENSMUSG00000110101	ENSMUST00000211142	Gm6249	7	136667955	136710604
ENSMUSG00000102548	ENSMUST00000180995	Gm16701	1	166974023	166999728
ENSMUSG00000102548	ENSMUST00000180995	Gm16701	1	166998295	167000841
ENSMUSG00000097823	ENSMUST00000181309	Gm16701	1	166974023	166999728
ENSMUSG00000097823	ENSMUST00000181309	Gm16701	1	166998295	167000841
ENSMUSG00000093617	ENSMUST00000175787	4933438K21Rik	4	147063366	147068436
ENSMUSG00000097924	ENSMUST00000204848	A730020E08Rik	6	61172293	61180810
ENSMUSG00000097924	ENSMUST00000180421	A730020E08Rik	6	61172293	61180810
ENSMUSG00000097924	ENSMUST00000181288	A730020E08Rik	6	61172293	61180810
ENSMUSG00000087648	ENSMUST00000129713	E130018N17Rik	2	168152603	168154513
ENSMUSG00000056735	ENSMUST00000148466	A930024E05Rik	5	122989354	122998345
ENSMUSG00000066057	ENSMUST00000182639	Gm1976	17	94759944	94834799
ENSMUSG00000066057	ENSMUST00000084298	Gm1976	17	94759944	94834799
ENSMUSG00000073374	ENSMUST00000188481	C030034I22Rik	17	69417402	69421632
ENSMUSG00000073374	ENSMUST00000097289	C030034I22Rik	17	69417402	69421632
ENSMUSG00000100891	ENSMUST00000185600	2810049E08Rik	13	83891208	83928710
ENSMUSG00000101609	ENSMUST00000185789	Kcnq1ot1	7	143212155	143296549
ENSMUSG00000078247	ENSMUST00000160932	Airn	17	12741311	12860122
ENSMUSG00000078247	ENSMUST00000162826	Airn	17	12741311	12860122
ENSMUSG00000078247	ENSMUST00000159791	Airn	17	12741311	12860122
ENSMUSG00000078247	ENSMUST00000159731	Airn	17	12741311	12860122
ENSMUSG00000078247	ENSMUST00000161890	Airn	17	12741311	12860122
ENSMUSG00000078247	ENSMUST00000079529	Airn	17	12741311	12860122
ENSMUSG00000092564	ENSMUST00000174467	BC051226	17	33908182	33909317
ENSMUSG00000092564	ENSMUST00000172526	BC051226	17	33908182	33909317
ENSMUSG00000092564	ENSMUST00000174321	BC051226	17	33908182	33909317
ENSMUSG00000109473	ENSMUST00000207718	B930025P03Rik	8	10870422	10882454
ENSMUSG00000109473	ENSMUST00000208358	B930025P03Rik	8	10870422	10882454
ENSMUSG00000086029	ENSMUST00000149133	Pax6os1	2	105536080	105670330
ENSMUSG00000086029	ENSMUST00000126948	Pax6os1	2	105536080	105670330
ENSMUSG00000106738	ENSMUST00000202386	Gm5	5	150499747	150502304
ENSMUSG00000106738	ENSMUST00000202066	Gm5	5	150499747	150502304
ENSMUSG00000101225	ENSMUST00000185351	1700008J07Rik	7	127510438	127512869
ENSMUSG00000085338	ENSMUST00000138424	2410004I01Rik	11	102958300	102964387
ENSMUSG00000108237	ENSMUST00000205113	Gm19757	6	105481266	105492668
ENSMUSG00000099474	ENSMUST00000188852	1700097N02Rik	17	30622441	30626905
ENSMUSG00000086509	ENSMUST00000136998	Nkx2-2os	2	147184083	147331681
ENSMUSG00000098763	ENSMUST00000184407	Nkx2-2os	2	147184083	147331681
ENSMUSG00000101734	ENSMUST00000189773	4933400C23Rik	9	92717456	92795711
ENSMUSG00000101734	ENSMUST00000188610	4933400C23Rik	9	92717456	92795711
ENSMUSG00000110027	ENSMUST00000210438	C030029H02Rik	7	136268324	136318513
ENSMUSG00000110027	ENSMUST00000210356	C030029H02Rik	7	136268324	136318513
ENSMUSG00000110027	ENSMUST00000210209	C030029H02Rik	7	136268324	136318513
ENSMUSG00000097532	ENSMUST00000181809	Gm4349	3	95427671	95431087
ENSMUSG00000097745	ENSMUST00000181093	AI115009	3	152666913	152681432
ENSMUSG00000099681	ENSMUST00000190120	1700052K11Rik	11	105177726	105181433
ENSMUSG00000085084	ENSMUST00000149387	4930570G19Rik	3	156546753	156561746
ENSMUSG00000085084	ENSMUST00000148224	4930570G19Rik	3	156546753	156561746
ENSMUSG00000085084	ENSMUST00000139363	4930570G19Rik	3	156546753	156561746
ENSMUSG00000085084	ENSMUST00000140941	4930570G19Rik	3	156546753	156561746
ENSMUSG00000100147	ENSMUST00000189594	1700047M11Rik	1	182287990	182303325
ENSMUSG00000100147	ENSMUST00000185216	1700047M11Rik	1	182287990	182303325
ENSMUSG00000097048	ENSMUST00000204068	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000204008	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000180896	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000204738	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000204047	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000181928	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000205028	1600020E01Rik	6	86526247	86582466
ENSMUSG00000097048	ENSMUST00000204663	1600020E01Rik	6	86526247	86582466
ENSMUSG00000098284	ENSMUST00000184994	A330093E20Rik	18	45683487	45896509
ENSMUSG00000098284	ENSMUST00000184346	A330093E20Rik	18	45683487	45896509
ENSMUSG00000087226	ENSMUST00000130634	Gm14015	2	106463823	106523103
ENSMUSG00000097852	ENSMUST00000180557	4933405D12Rik	3	122864737	122924116
ENSMUSG00000097852	ENSMUST00000199131	4933405D12Rik	3	122864737	122924116
ENSMUSG00000100691	ENSMUST00000191396	2010320M18Rik	8	70776815	70777823
ENSMUSG00000056738	ENSMUST00000143346	A730036I17Rik	2	129218969	129235604
ENSMUSG00000056738	ENSMUST00000148548	A730036I17Rik	2	129218969	129235604
ENSMUSG00000056738	ENSMUST00000165505	A730036I17Rik	2	129218969	129235604
ENSMUSG00000107008	ENSMUST00000202976	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000201658	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000201517	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000202502	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000201815	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000200797	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000202366	Gm2762	13	53393657	53455630
ENSMUSG00000107008	ENSMUST00000202739	Gm2762	13	53393657	53455630
ENSMUSG00000089889	ENSMUST00000160231	0610040B10Rik	5	143329247	143332704
ENSMUSG00000089889	ENSMUST00000198455	0610040B10Rik	5	143329247	143332704
ENSMUSG00000089889	ENSMUST00000162890	0610040B10Rik	5	143329247	143332704
ENSMUSG00000084826	ENSMUST00000148997	AI847159	2	129158666	129180667
ENSMUSG00000084826	ENSMUST00000141786	AI847159	2	129158666	129180667
ENSMUSG00000084826	ENSMUST00000137728	AI847159	2	129158666	129180667
ENSMUSG00000084826	ENSMUST00000138431	AI847159	2	129158666	129180667
ENSMUSG00000099933	ENSMUST00000189240	4930452N14Rik	1	154241521	154256906
ENSMUSG00000085438	ENSMUST00000147425	1700020I14Rik	2	119594297	119607502
ENSMUSG00000085438	ENSMUST00000153581	1700020I14Rik	2	119594297	119607502
ENSMUSG00000110016	ENSMUST00000210260	Gm20751	13	43716791	43719038
ENSMUSG00000107132	ENSMUST00000202188	Gm15997	5	149489056	149538030
ENSMUSG00000087259	ENSMUST00000136438	2610035D17Rik	11	113043895	113201838
ENSMUSG00000087259	ENSMUST00000145206	2610035D17Rik	11	113043895	113201838
ENSMUSG00000087259	ENSMUST00000127263	2610035D17Rik	11	113043895	113201838
ENSMUSG00000087259	ENSMUST00000150712	2610035D17Rik	11	113043895	113201838
ENSMUSG00000085227	ENSMUST00000124298	6330418K02Rik	5	138264043	138266661
ENSMUSG00000085227	ENSMUST00000141454	6330418K02Rik	5	138264043	138266661
ENSMUSG00000085227	ENSMUST00000125662	6330418K02Rik	5	138264043	138266661
ENSMUSG00000085227	ENSMUST00000144460	6330418K02Rik	5	138264043	138266661
ENSMUSG00000085227	ENSMUST00000138911	6330418K02Rik	5	138264043	138266661
ENSMUSG00000073739	ENSMUST00000097827	Gm16287	4	139175405	139180655
ENSMUSG00000097166	ENSMUST00000180811	9330179D12Rik	6	127149389	127212411
ENSMUSG00000097166	ENSMUST00000180569	9330179D12Rik	6	127149389	127212411
ENSMUSG00000056145	ENSMUST00000070085	AI504432	3	107039504	107054347
ENSMUSG00000085287	ENSMUST00000137539	4833418N02Rik	17	87274886	87282814
ENSMUSG00000085287	ENSMUST00000146560	4833418N02Rik	17	87274886	87282814
ENSMUSG00000085287	ENSMUST00000160917	4833418N02Rik	17	87274886	87282814
ENSMUSG00000085287	ENSMUST00000161759	4833418N02Rik	17	87274886	87282814
ENSMUSG00000080727	ENSMUST00000142433	C920021L13Rik	3	95871522	95889093
ENSMUSG00000080727	ENSMUST00000120398	C920021L13Rik	3	95871522	95889093
ENSMUSG00000080727	ENSMUST00000143306	C920021L13Rik	3	95871522	95889093
ENSMUSG00000085495	ENSMUST00000126086	Gm16796	2	170499357	170511927
ENSMUSG00000041789	ENSMUST00000067450	2700046A07Rik	18	62751674	62756347
ENSMUSG00000041789	ENSMUST00000048109	2700046A07Rik	18	62751674	62756347
ENSMUSG00000097610	ENSMUST00000181094	A930012L18Rik	18	44661665	44676271
ENSMUSG00000097610	ENSMUST00000202771	A930012L18Rik	18	44661665	44676271
ENSMUSG00000074555	ENSMUST00000131346	Gm10714	2	174125038	174183918
ENSMUSG00000074555	ENSMUST00000166709	Gm10714	2	174125038	174183918
ENSMUSG00000097325	ENSMUST00000180780	Gm16897	1	194955759	194976960
ENSMUSG00000056687	ENSMUST00000188296	Gm11696	11	109352835	109363654
ENSMUSG00000056687	ENSMUST00000187514	Gm11696	11	109352835	109363654
ENSMUSG00000056687	ENSMUST00000070956	Gm11696	11	109352835	109363654
ENSMUSG00000056687	ENSMUST00000190563	Gm11696	11	109352835	109363654
ENSMUSG00000050334	ENSMUST00000131907	C130071C03Rik	13	83721381	83884194
ENSMUSG00000050334	ENSMUST00000185281	C130071C03Rik	13	83721381	83884194
ENSMUSG00000050334	ENSMUST00000182788	C130071C03Rik	13	83721381	83884194
ENSMUSG00000050334	ENSMUST00000182701	C130071C03Rik	13	83721381	83884194
ENSMUSG00000050334	ENSMUST00000187663	C130071C03Rik	13	83721381	83884194
ENSMUSG00000105354	ENSMUST00000199836	D130017N08Rik	5	143758354	143768575
ENSMUSG00000105354	ENSMUST00000199836	D130017N08Rik	5	143764104	143767131
ENSMUSG00000097287	ENSMUST00000180951	D130017N08Rik	5	143758354	143768575
ENSMUSG00000097287	ENSMUST00000180951	D130017N08Rik	5	143764104	143767131
